url,id,parent,label_it,level
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/4.5,4.5,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/4,Plastici,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/4.6,4.6,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/4,"Radiazioni, scariche elettriche",2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/4.7,4.7,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/4,Fuoco,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/4.8,4.8,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/4,"Frammenti, particelle, schegge, scorte, detriti",2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/4.9,4.9,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/4,"Schizzi, spruzzi, gocce, metallo fuso",2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/5.0,5.0,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,Agenti atmosferici,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/5.1,5.1,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,Superfici di lavoro e transito,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/5.2,5.2,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,Scale e passerelle,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/5.3,5.3,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,Aperture nel pavimento o nelle pareti,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/5.4,5.4,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,Parti costitutive di edifici,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/5.5,5.5,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,Infissi,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/5.6,5.6,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,Arredi e impianti fissi,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/6.0,6.0,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/6,Persone,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/6.1,6.1,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/6,Animali,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/6.2,6.2,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/6,Vegetali,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/7.0,7.0,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/7,Serbatoi per liquidi,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/7.1,7.1,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/7,Serbatoi per gas,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/7.2,7.2,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/7,Silos,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/7.3,7.3,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/7,Bombole,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/7.4,7.4,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/7,Contenitori,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/8.0,8.0,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/8,Parti meccaniche,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/8.1,8.1,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/8,Parti elettriche,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/8.2,8.2,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/8,Parti pneumatiche,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/8.3,8.3,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/8,Parti oleodinamiche,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/8.4,8.4,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/8,Parti termiche,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/agente/8.5,8.5,http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/8,Parti non altrove specificate,2
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/0,0,,Macchine,1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/1,1,,Mezzi di sollevamento e trasporto,1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/2,2,,Impianti di distribuzione,1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/3,3,,"Attrezzature, apparecchiature, attrezzi e utensili",1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/4,4,,"Materiali, sostanze, radiazioni",1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/5,5,,Ambienti di lavoro,1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/6,6,,"Persone, animali e vegetali",1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/7,7,,Recipienti e contenitori,1
http://dati.inail.it/opendata/vocabolari/agente_materiale/gruppo/8,8,,"Parti di macchine, mezzi di sollevamento e trasporto",1
