"url","id","label_it","level.@type","level.@value"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/1","1","Sostituita","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/2","2","Sospesa","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/3","3","Chiusa","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/4","4","Inviata","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/5","5","In Istruttoria","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/6","6","Inviata con Errori","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/7","7","Da Lavorare","http://www.w3.org/2001/XMLSchema#integer","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/proc6_pdda1/stato_pratica_pdda1/concetto/8","8","Dato non Disponibile","http://www.w3.org/2001/XMLSchema#integer","1"
