url,id,label_it,level
https://w3id.org/italia/controlled-vocabulary/WorkAccident/gestione/codice/A,A,Agricoltura,1
https://w3id.org/italia/controlled-vocabulary/WorkAccident/gestione/codice/I,I,Industria e servizi,1
https://w3id.org/italia/controlled-vocabulary/WorkAccident/gestione/codice/S,S,Per conto dello Stato,1
