"url","id","parent","label_it","level"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/01.0","01.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/01","Sito industriale - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/01.1","01.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/01","Luogo di produzione, officina, laboratorio","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/01.2","01.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/01","Area destinata ad operazioni di manutenzione o riparazione","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/01.3","01.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/01","Luogo dedicato principalmente al magazzinaggio, al carico, allo scarico","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/01.9","01.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/01","Altro tipo di luogo conosciuto del gruppo 010 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.0","02.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Cantiere di costruzione, cava, miniera a cielo aperto - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.1","02.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Cantiere, fabbricato in costruzione","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.2","02.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Cantiere, fabbricato in demolizione, restauro, manutenzione","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.3","02.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Cava, miniera a cielo aperto, scavo, trincea (comprese le miniere a cielo aperto e le cave in sfruttamento)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.4","02.4","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Cantiere sotterraneo","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.5","02.5","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Cantiere sull'acqua","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.6","02.6","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Cantiere in ambiente iperbarico","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/02.9","02.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","Altro tipo di luogo conosciuto del gruppo 020 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.0","03.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Luogo per l'agricoltura, l'allevamento, forestale, ittico ?non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.1","03.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Luogo di allevamento","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.2","03.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Luogo agricolo - coltura del suolo","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.3","03.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Luogo agricolo - coltura su albero, arbusto","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.4","03.4","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Zona di attività forestale","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.5","03.5","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Zona di attività ittica, pesca, acquacultura (non a bordo di un'imbarcazione)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.6","03.6","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Giardino, parco, giardino botanico, parco zoologico","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/03.9","03.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","Altro tipo di luogo conosciuto del gruppo 030 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/04.0","04.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/04","Luogo di attività terziaria, ufficio, luogo di svago, varie - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/04.1","04.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/04","Ufficio, sala di riunione, biblioteca, ecc.","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/04.2","04.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/04","Istituto di insegnamento, scuola d'ogni ordine e grado","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/04.3","04.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/04","Luogo di vendita, piccolo o grande (compresa la vendita ambulante)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/04.4","04.4","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/04","Ristorante, albergo, pensione, luogo di svago (compresi musei, luoghi di spettacolo, fiere, ecc.)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/04.9","04.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/04","Altro tipo di luogo conosciuto del gruppo 040 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/05.0","05.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/05","Luogo di cura - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/05.1","05.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/05","Luogo di cura, clinica, ospedale, nurseries","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/05.9","05.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/05","Altro tipo di luogo conosciuto del gruppo 050 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/06.0","06.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/06","Luogo pubblico - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/06.1","06.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/06","Luogo aperto in permanenza al transito del pubblico (via d'accesso, di circolazione, zona di stazionamento, sala d¿attesa in stazione/aerostazione, ecc.)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/06.2","06.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/06","Mezzo di trasporto terrestre, strada/rotaia, privato/pubblico (treno, bus, automobile, ecc.)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/06.3","06.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/06","Zona connessa ai luoghi pubblici ad accesso riservato al personale autorizzato: ferrovia, pista d'aeroporto, corsia d'emergenza d'autostrada","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/06.9","06.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/06","Altro tipo di luogo conosciuto del gruppo 060 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/07.0","07.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/07","Domicilio - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/07.1","07.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/07","Domicilio privato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/07.2","07.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/07","Parti comuni, locali di servizio, giardino attinente la proprietà privata","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/07.9","07.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/07","Altro tipo di luogo conosciuto del gruppo 070 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/08.0","08.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/08","Luogo d'attività sportiva - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/08.1","08.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/08","All'interno - sala per attività sportiva, palestra, piscina coperta","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/08.2","08.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/08","All'esterno - campo sportivo, piscina, pista di sci","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/08.9","08.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/08","Altro tipo di luogo conosciuto del gruppo 080 non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/09.0","09.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/09","Per aria, in alto (cantieri esclusi) non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/09.1","09.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/09","In alto - su un piano fisso (tetto, terrazza, ecc.)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/09.2","09.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/09","In alto - palo, pilone, piattaforma sospesa","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/09.3","09.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/09","Per aria, a bordo di un aeromobile, ecc.","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/09.9","09.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/09","Altro tipo di luogo conosciuto del gruppo 090, cantieri esclusi, non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/10.0","10.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/10","Ambiente sotterraneo (cantieri esclusi) - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/10.1","10.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/10","Sotterraneo, tunnel (strada, treno, metropolitana, ecc.)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/10.2","10.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/10","Sotterraneo - miniera","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/10.3","10.3","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/10","Sotterraneo - impianti fognari","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/10.9","10.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/10","Altro tipo di luogo conosciuto del gruppo 100, cantieri esclusi, non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/11.0","11.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/11","Sull'acqua (cantieri esclusi) -  non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/11.1","11.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/11","Mare o oceano - a bordo di ogni tipo di imbarcazione, battello, chiatta, piattaforma","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/11.2","11.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/11","Lago, fiume, porto - a bordo di ogni tipo di imbarcazione, battello, chiatta, piattaforma","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/11.9","11.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/11","Altro tipo di luogo conosciuto del gruppo 110, cantieri esclusi, non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/12.0","12.0","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/12","Ambiente iperbarico (cantieri esclusi) - non precisato","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/12.1","12.1","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/12","Ambiente iperbarico - sott'acqua (immerso)","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/12.2","12.2","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/12","Ambiente iperbarico - cassoni","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/concetto/12.9","12.9","https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/12","Altro tipo di luogo conosciuto del gruppo 120, cantieri esclusi, non indicato qui sopra","2"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/01","01","nan","Sito industriale","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/02","02","nan","Cantiere di costruzione, cava, miniera a cielo aperto","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/03","03","nan","Luogo per l'agricoltura, l'allevamento, forestale, ittico","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/04","04","nan","Luogo di attività terziaria, ufficio, luogo di svago, varie","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/05","05","nan","Luogo di cura","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/06","06","nan","Luogo pubblico","1"
"https://w3id.org/italia/work-accident/controlled-vocabulary/adm_serv/luogo_accadimento/gruppo/07","07","nan","Domicilio","1"
