"url","id","label_it","level","parent"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/-2","-2","Grado superiore a 100",1,"nan"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/0","0","a zero",1,"nan"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/1","1","da 01 a 10",1,"nan"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/2","2","da 11 a 15",1,"nan"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/3","3","da 16 a 79",1,"nan"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/4","4","da 80 a 100",1,"nan"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1","1.1","da 01 a 10",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/2.2","2.2","da 11 a 15",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/3.3","3.3","da 16 a 29",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/3"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/3.4","3.4","da 30 a 32",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/3"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/3.5","3.5","da 33 a 39",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/3"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/3.6","3.6","da 40 a 49",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/3"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/3.7","3.7","da 50 a 79",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/3"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/4.8","4.8","da 80 a 100",2,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado1/4"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.1","1.1.1","001",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.10","1.1.10","010",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.2","1.1.2","002",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.3","1.1.3","003",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.4","1.1.4","004",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.5","1.1.5","005",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.6","1.1.6","006",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.7","1.1.7","007",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.8","1.1.8","008",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/1.1.9","1.1.9","009",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/1.1"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/2.2.11","2.2.11","011",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/2.2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/2.2.12","2.2.12","012",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/2.2"
"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado3/2.2.13","2.2.13","013",3,"https://w3id.org/italia/controlled-vocabulary/work-accident/ised/adm_serv/inabilita/grado2/2.2"
